,Code,Show Name,Location,Scene,geocodedLocation,latitude,longitude
0,/title/tt1327801/,,"Glendale, California, USA",,"Glendale, Los Angeles County, California, United States of America",34.1469416,-118.2478471
1,/title/tt1327801/,,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
2,/title/tt8580274/,,"Expo Tel Aviv, Tel Aviv, Israel",(Eurovision Song Contest stage),"אקספו תל אביב, שדרות רוקח, תל אביב - יפו, מרכז הירידים, תל אביב-יפו, מחוז תל אביב, 61210, ישראל",32.105601899999996,34.80859080476674
3,/title/tt8580274/,,"Edinburgh, Scotland, UK",(various exterior sequences),"Edinburgh, City of Edinburgh, Scotland, EH1 3EG, United Kingdom",55.9533456,-3.1883749
4,/title/tt8580274/,,"Chobham Rugby Club, Surrey, England, UK",(Captain's Galley Pub interior),"Chobham Rugby Club, Windsor Road, Chobham, Surrey Heath, Surrey, South East, England, GU24 8NA, United Kingdom",51.35239885,-0.6033355163461539
5,/title/tt8580274/,,"Glasgow Airport, Glasgow, Scotland, UK",(Edinburgh Airport interiors and exteriors),,,
6,/title/tt8580274/,,"Princes Street Gardens, Edinburgh, Scotland, UK",(Fountain scene in Edinburgh),"Princes Street, Bellevue, New Town/Broughton, Edinburgh, City of Edinburgh, Scotland, EH2 2DQ, United Kingdom",55.9523659,-3.1948577
7,/title/tt8580274/,,"Gullfoss Falls, Iceland",(Waterfall aerial shot in first scene),"Gullfoss, Gullfossvegur, Brattholt, Bláskógabyggð, Suðurland, Ísland",64.3266103,-20.1216821
8,/title/tt0096928/,,"Showbiz Pizza Place - 8039 N. 35th Avenue, Phoenix, Arizona, USA",(The Ice Cream Parlor),,,
9,/title/tt0096928/,,"Golfland-Sunsplash Waterpark - 155 W. Hampton Avenue, Mesa, Arizona, USA",,,,
10,/title/tt0096928/,,"Southwestern Studios, Carefree, Arizona, USA",,,,
11,/title/tt0096928/,,"Mesa, Arizona, USA",,"Mesa, Maricopa County, Arizona, United States of America",33.4151117,-111.8314773
12,/title/tt0096928/,,"Phoenix, Arizona, USA","(San Dimas, California, USA)","Phoenix, Maricopa County, Arizona, United States of America",33.4484367,-112.0741417
13,/title/tt0096928/,,"Coconino National Forest, Arizona, USA",,"Coconino National Forest, Tempe Camp, Coconino County, Arizona, United States of America",34.9455958,-111.4330018089496
14,/title/tt0096928/,,"Flagstaff, Arizona, USA",(environs),"Flagstaff, Coconino County, Arizona, United States of America",35.1987522,-111.6518229
15,/title/tt0096928/,,"Raging Waters, San Dimas, California, USA",,"Raging Waters, San Dimas Avenue, San Dimas, Los Angeles County, California, 91773, United States of America",34.094317950000004,-117.8111071331366
16,/title/tt0096928/,,"San Dimas High School - 800 W. Corvina Boulevard, San Dimas, California, USA",,,,
17,/title/tt0096928/,,"Six Points Texas, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",,,,
18,/title/tt0096928/,,"California, USA",,"California, United States of America",36.7014631,-118.7559974
19,/title/tt0096928/,,USA,,United States,39.7837304,-100.4458825
20,/title/tt6966692/,,"McAlister Auditorium, Tulane University, New Orleans, LA 70118, USA",(Indiana performance hall),,,
21,/title/tt6966692/,,"Ruby's Roadhouse, Mandeville, Louisiana, USA",(Orange Bird),"Ruby's Roadhouse, 840, Lamarque Street, Mandeville, St. Tammany Parish, Louisiana, 70448, United States of America",30.361515400000002,-90.05857095172229
22,/title/tt6966692/,,"International House Hotel, Camp Street, New Orleans, Louisiana, USA",(Copacabana exterior),,,
23,/title/tt6966692/,,"Carver Theater, New Orleans, Louisiana, USA",(Copacabana interior),,,
24,/title/tt6966692/,,"New Orleans Athletic Club, New Orleans, Louisiana, USA",(YMCA),,,
