,Code,Show Name,Location,Scene,geocodedLocation,latitude,longitude
0,/title/tt0277327/,So weit die Füße tragen,Germany,,Deutschland,51.0834196,10.4234469
1,/title/tt0277327/,So weit die Füße tragen,"Tashkent, Uzbekistan",,"Toshkent, 100000, Uzbekistan",41.3123363,69.2787079
2,/title/tt2622826/,Avalanche Sharks,"Mammoth Lakes, California, USA",,"Mammoth Lakes, Mono County, California, United States of America",37.6432525,-118.9668509
3,/title/tt0110307/,The Last Outlaw,"Abiquiu, New Mexico, USA",,"Abiquiu, Rio Arriba County, New Mexico, United States of America",36.2070977,-106.3186283
4,/title/tt0110307/,The Last Outlaw,"Diablo Canyon, Santa Fe, New Mexico, USA",,"Diablo Canyon, Diablo Canyon Trail, Buckman, Santa Fe County, New Mexico, 87547, United States of America",35.8057897,-106.1422313
5,/title/tt0110307/,The Last Outlaw,"Santa Fe, New Mexico, USA",,"Santa Fe, Santa Fe County, New Mexico, United States of America",35.6869996,-105.9377997
6,/title/tt1561768/,Essential Killing,"Kampinoski Park Narodowy, Mazowieckie, Poland",,"Kampinoski Park Narodowy, Nowa Dąbrowa, gmina Leoncin, powiat nowodworski, województwo mazowieckie, Polska",52.33540965,20.593401497558798
7,/title/tt1561768/,Essential Killing,Israel,(Afghanistan scenes)                        ,ישראל,31.5313113,34.8667654
8,/title/tt1561768/,Essential Killing,"TVP Headquarters, Woronicza, Mokotów, Warsaw, Mazowieckie, Poland",,,,
9,/title/tt1561768/,Essential Killing,"Warsaw, Mazowieckie, Poland",,"Warszawa, województwo mazowieckie, Polska",52.2319581,21.0067249
10,/title/tt2093990/,El Niño,"Algeciras, Cádiz, Andalucía, Spain",,"Algeciras, Parque Empresarial de Levante, Cádiz, Bahía de Cádiz, Andalucía, 11011, España",36.4918637,-6.2643724
11,/title/tt2093990/,El Niño,"Tangier, Morocco",,"Tanger ⵟⴰⵏⵊⴰ طنجة, pachalik de Tanger طنجة, Préfecture de Tanger-Assilah عمالة طنجة-أصيلة, Tanger-Tétouan-Al Hoceima ⵟⴰⵏⵊ-ⵟⵉⵜⴰⵡⵉⵏ-ⵍⵃⵓⵙⵉⵎⴰ طنجة تطوان الحسيمة, 90013, Maroc",35.777103,-5.803792
12,/title/tt2093990/,El Niño,"Ceuta, Ceuta, Spain",,"Ceuta, España",35.888361,-5.304138
